Q96MF0	Q96MF0
P05767	P04650
P07033	P07033
P07033	P00819
P07033	P56376
P07033	P07311
P07033	P35745
P07033	P56544
P07033	P56375
P07033	P14621
P07033	Q4J8X9
P0C880	P0C880
P0DP43	P0DP43
P0DP43	E9Q9F6
P0DP43	Q86XM0
P0DP43	Q5SY80
P0DP43	A0A0A6YXX9
P23591	P23591
P23591	Q13630
P24521	P24521
P24521	Q9C6T1
P26199	P26199
P26199	P07737
P26199	Q21193
P26199	P32006
P26199	P35080
P26199	Q9JJV2
P26199	P35081
P26199	P35082
P26199	Q9EPC6
P26199	Q9ST99
P26199	A4KA55
P26199	P35083
P26199	A4KA56
P26199	P41372
P26199	A4KA57
P26199	Q9XW16
P26199	A4KA59
P26199	A4KA58
P26199	A4KA60
P26199	A4KA61
P26199	P07274
P26199	P60673
P26199	Q9FR39
P26199	P62963
P26199	P62962
P28319	P28319
P34619	P34619
P35183	P35183
P35183	P39945
P35731	P35731
P38157	P38157
P38157	P38114
P38157	P39113
P38157	P52960
P38157	P38780
P38157	P47988
P38157	O94573
P38157	Q9P326
P38157	P12383
P38157	P38781
P38157	Q9P6I9
P38157	P05085
P38157	Q9C0Z1
P38157	A0A1D8PN93
P38157	A0A1D8PN96
P38157	P0CE41
P38157	A0A1D8PNM8
P38157	C5DGQ7
P38157	O60130
P38157	P39529
P38157	A0A1D8PCF5
P38157	P46954
P38157	Q06595
P38157	O93870
P38157	P43551
P38157	P38699
P38157	P36023
P38157	Q9UT46
P38157	P38073
P38157	Q12151
P38157	A0A1D8PJ96
P38157	C5E4G1
P38157	A0A1D8PJJ7
P38157	O74915
P38157	Q5A4G2
P38157	Q10086
P38157	P33200
P38157	P38141
P38157	A0A1D8PDI4
P38157	P40467
P38157	O59741
P38157	A0A1D8PRB7
P38157	P53749
P38157	Q12340
P38157	Q9UTN0
P38157	P39720
P38157	O59744
P38157	P39001
P38157	P39961
P38157	O13360
P38157	P43625
P38157	P04386
P38157	P40971
P38157	Q1MTM9
P38157	P32862
P38157	P08657
P38157	A0A1D8PL89
P38157	A0A1D8PT64
P38157	Q08904
P38157	P07272
P38157	P36598
P38157	O59780
P38157	Q05958
P38157	Q12172
P38157	P87000
P38157	P43634
P38157	O14130
P38157	O94392
P38157	A0A1D8PFP2
P38157	A0A1D8PLI4
P38157	Q10144
P38157	O59746
P38157	P21657
P38157	P50104
P38157	Q5AF55
P38157	Q12180
P38157	P25502
P38796	P38796
P40006	P40006
P40006	A3LU17
P40006	A5DEU9
P41734	P41734
P41734	Q9DB29
P41734	Q2TAA2
P41734	Q711G3
P45819	P45819
P47053	P47053
Q9LW84	Q9LW84
Q9N3P1	Q9N3P1
Q9P2W6	Q9P2W6
Q9P6B0	Q9P6B0
Q9P6B0	A3GGT2
Q9P6B0	Q8K1L5
Q9P6B0	Q568K2
Q9P6B0	O60927
Q9P6B0	P43587
Q9P6B0	Q6MFY6
Q9P840	Q9P840
Q9P840	Q9NRH1
Q9P840	O14045
Q9P840	A5DLN4
Q9P840	Q12272
Q9P840	P47118
Q9S823	Q9S823
Q9S823	Q9LF24
Q9SL15	Q9SL15
Q9SMM8	Q9SMM8
Q9SMM8	Q9SUA1
Q9SMM8	F4K4Y5
Q9SMM8	Q7TNV0
Q9SMM8	P35659
Q9SMM8	P35659
Q9SMM8	Q6AXS3
Q9SQR5	Q9SQR5
Q9SU40	Q9SU40
Q9SU40	Q9FHN6
Q9SVG5	Q9SVG5
Q9SVG5	Q9FZC6
Q9SVG5	Q9FZC7
Q9SVG5	G4N285
Q9SVG5	Q9FZC8
Q9SVG5	Q9SUC6
Q9SVG5	Q9SA87
Q9SVG5	Q9SA88
Q9SVG5	Q9SA89
Q9SVG5	Q9FKU8
Q9SVG5	Q9LPC3
Q9SVG5	Q9FI25
Q9SVG5	Q9FZC5
Q9SXX7	Q9SXX7
Q9SYP3	Q9SYP3
Q9SYP3	Q9LM74
Q9SYP3	Q9LM75
Q9UBV7	Q9UBV7
Q9UBV7	Q9UBX8
Q9UBV7	P15291
Q9UBV7	O43286
Q9UBV7	O60512
Q9UBV7	P15535
Q9UBV7	Q9JMK0
Q9UBV7	O60513
Q9UTF8	Q9UTF8
Q9V931	Q9V931
Q9VU58	Q9VU58
Q9W4K2	Q9W4K2
Q9Y7R3	Q9Y7R3
Q9ZUN3	Q9ZUN3
Q9ZUN3	O65272
Q9ZUN3	Q8BH01
Q9ZUN3	Q9ZTZ7
Q9ZUN3	Q6UWJ1
Q9ZUN3	B5X0N6
A0A1B0GVH6	A0A1B0GVH6
A0A1D8PGB8	A0A1D8PGB8
A0R054	A0R054
A0R054	P9WJT1
A0R054	P9WJT0
A1KMM4	A1KMM4
A1KMM4	Q5HGL4
A4FN31	A4FN31
A4FN31	P9WPV3
A4FN31	A1KI95
A4FN31	Q9K4D7
A6ND91	A6ND91
A6ND91	Q9DCQ2
A6ND91	Q5I0J9
A8C756	A8C756
A8C756	Q6YHU6
B7ZNG4	B7ZNG4
B7ZNG4	Q12815
C0H423	C0H423
C9J202	C9J202
C9J202	Q921Q3
C9J202	Q9BT22
C9J202	P16661
D3YV10	D3YV10
D3YV10	Q8IYE1
E9PYL2	E9PYL2
E9PYL2	Q9ULL5
E9Q912	E9Q912
E9Q912	A1Z6S7
F4IQJ2	F4IQJ2
O00754	O00754
O00754	O09159
O13297	O13297
O26103	O26103
O26103	Q55982
O31666	O31666
Q6DRL5	Q6DRL5
Q6DRL5	P39985
Q6DRL5	Q9BQG0
Q6DRL5	O35821
Q6DRL5	Q7TPV4
Q6IPW1	Q6IPW1
Q6NSI8	Q6NSI8
Q6NSI8	A1A5R8
Q6NSI8	Q68FF0
Q6P0K8	Q6P0K8
Q6P0K8	Q02257
Q6P0K8	Q0VCX4
Q6P0K8	P35222
Q6P0K8	Q02248
Q6P0K8	Q9WU82
Q6P0K8	P18824
Q6P0K8	Q8WNW3
Q6P3X3	Q6P3X3
Q6P9U3	Q6P9U3
Q6P9U3	Q9UBI1
Q6PI97	Q6PI97
Q6PK04	Q6PK04
Q6PK04	Q8R0K4
Q6T393	Q6T393
Q6T393	Q80YT5
Q6UXU0	Q6UXU0
Q6ZQK0	Q6ZQK0
Q703I1	Q703I1
Q703I1	Q9NX31
Q703I1	Q9D722
Q7RTS9	Q7RTS9
Q7RTS9	Q7KNA0
Q7RTS9	Q8CHY3
Q7Z5G4	Q7Z5G4
Q7Z5G4	Q2TAP0
Q7Z5G4	Q9D428
Q7Z6I5	Q7Z6I5
Q80XQ2	Q80XQ2
Q83LN3	Q83LN3
Q83LN3	P39683
Q83LN3	P22253
Q86BP6	Q86BP6
Q86V87	Q86V87
Q86V87	Q80YR2
Q86V87	Q8CDM8
Q86V87	Q5W0V3
Q8BHE4	Q8BHE4
Q8BHE4	Q6UXF1
Q8BHX1	Q8BHX1
Q8BHX1	Q96CS2
Q9BUN1	Q9BUN1
Q9BUN1	Q5XI62
Q9C0C6	Q9C0C6
Q9C0C6	Q8R0W1
Q9CPP6	Q9CPP6
Q9CPP6	Q63362
Q9CPP6	Q9FLX7
Q9CQA6	Q9CQA6
Q9CQA6	Q96BP2
Q9CQK1	Q9CQK1
Q9CQK1	Q15649
Q9CWM4	Q9CWM4
Q9CWM4	O60925
Q9CXW2	Q9CXW2
Q9CXW2	P82650
Q9D0P7	Q9D0P7
Q9D0P7	Q6PGN9
Q9D0P7	Q3KR66
Q9D7G0	Q9D7G0
Q9D7G0	P60891
Q9D7G0	P60892
Q9D7G0	Q4KMC4
Q9D7G0	P11908
Q9D7G0	Q61024
Q9D7G0	Q42583
Q9D7G0	P78753
Q9D7G0	Q06203
Q9D7G0	Q63468
Q9D7G0	P05035
Q9D7G0	P41831
Q9D7G0	Q9SI61
Q9D7G0	P32895
Q9D7G0	P14965
Q9D7G0	Q9LV77
Q9D7G0	P21108
Q9D7G0	P38689
Q9D7G0	Q27601
Q9D7G0	Q48793
Q9D7G0	Q9Z2Z9
Q9D7G0	P38063
Q9D7G0	Q55574
Q9D7G0	P03962
Q9D7G0	P53704
Q9D7G0	P22106
Q9D7G0	O60256
Q9D7G0	P0CI73
Q9D7G0	P0CF18
Q9D7G0	Q43011
Q9D7G0	P38620
Q9D7G0	P41390
Q9D7G0	Q12265
Q9D7G0	Q8Y915
Q9D7G0	O08359
Q9D7G0	Q8Y9L8
Q9D7G0	Q9LDN2
Q9D7G0	O94808
Q9D7G0	P14193
Q9D7G0	P08243
Q9D7G0	P47856
Q9D7G0	O94413
Q9D7G0	P11172
Q9D7G0	Q9CS42
Q9D7G0	Q9D0M1
Q9D7G0	O08618
Q9D7G0	Q8R574
Q9D7G0	P0A719
Q9D7G0	P0A717
Q9D7G0	P14742
Q9D7G0	P13439
Q9D7G0	P49088
Q9D7G0	Q55848
Q9D7G0	Q8XEG2
Q9D7G0	O64888
Q9D7G0	P49089
Q9D7G0	Q01637
Q9D7G0	P49090
Q9D7G0	P04046
Q9D7G0	P82808
Q9D7G0	Q09740
Q9D7G0	Q9LFU1
Q9D7G0	A2VDS0
Q9D8S4	Q9D8S4
Q9D8S4	Q9Y3B8
Q9D8S4	P54964
Q9DA80	Q9DA80
Q9DA80	Q86UC2
Q9DA80	Q3UFY4
Q9DBD5	Q9DBD5
Q9DBD5	Q8IZL8
Q9DBD5	Q56B11
Q9DCJ9	Q9DCJ9
Q9DCJ9	Q9BXD5
Q9EQR2	Q9EQR2
Q9EQR2	O00116
Q9ESK9	Q9ESK9
Q9ESK9	Q8TDY2
Q9H8M1	Q9H8M1
Q9H8M1	Q96MF6
Q9H8M1	Q3THF9
Q9HA64	Q9HA64
Q9HA64	Q9ER35
Q9HA64	Q9H479
Q9HA64	Q10SM2
Q9JMB0	Q9JMB0
Q9JMB0	Q5XIG5
Q9W0M1	Q9W0M1
Q9Y2G0	Q9Y2G0
Q9Y2G0	Q6ZQ18
Q9Y2G0	Q09263
Q9Y2G0	Q8BG67
Q9Y6W8	Q9Y6W8
Q9Y6W8	Q9WVS0
A0PK11	A0PK11
A0PK11	Q8K445
A3LQX9	A3LQX9
A3LQX9	P32349
A4FVR1	A4FVR1
A6NLE4	A6NLE4
A8K010	A8K010
B1ANH7	B1ANH7
C4P6S0	C4P6S0
C6KTD0	C6KTD0
D1KF50	D1KF50
E5RJ46	E5RJ46
F1QLG5	F1QLG5
F1QLG5	Q9H2P0
F4I312	F4I312
F4I8R6	F4I8R6
F4I8R6	Q9ZU65
F4I8R6	F4HNU8
F4I8R6	Q9S7T5
F4I8R6	Q9SKY9
G2TRK9	G2TRK9
G2TRK9	P53139
H3K2Y6	H3K2Y6
O13529	O13529
O14308	O14308
O14308	P53201
O14308	Q9JI44
O14308	Q7K3D8
O14308	Q9NPF5
O14836	O14836
O17213	O17213
O49603	O49603
O62680	O62680
O62680	P27274
O62680	P13987
O65572	O65572
O65572	Q9LRR7
O65572	O49675
O65572	O49505
O74375	O74375
O74375	Q04767
O82122	O82122
O94683	O94683
O94683	Q9Y3A4
O94683	Q9D1C9
P0C864	P0C864
P0CB63	P0CB63
P0CL85	P0CL85
P0CL85	Q19555
P0CL85	Q9D3E6
P0CL85	Q99M76
P0CL85	Q8WVM7
P0CL85	O35638
P0CL85	O70576
P0CL85	O82265
P0CL85	Q8TBR4
P0CL85	P0CL83
P0CL85	P0CL84
P0CL85	Q9UJ98
P16860	P16860
P17900	P17900
P19256	P19256
P20280	P20280
P20280	A0A1D8PGY0
P20280	Q12672
P20280	P46778
P20280	O42706
P20280	Q9UUC1
P20280	Q02753
P20280	P34334
Q1PF33	Q1PF33
Q2QLI6	Q2QLI6
Q2QLI6	Q9LQU7
Q2QLI6	Q9ZUA3
Q2QLI6	Q9C9X0
Q2V4G1	Q2V4G1
Q39134	Q39134
Q39134	Q38967
Q3U3F9	Q3U3F9
Q3U3F9	Q9UJ42
Q3ZCQ0	Q3ZCQ0
Q3ZCQ0	Q9H7X2
Q4KL13	Q4KL13
Q4KL13	Q4W4Y0
Q4VBF2	Q4VBF2
Q4VBF2	Q96D70
P03314	P03314
P0DO24	P0DO24
P9WIN5	P9WIN5
Q93Y07	Q93Y07
Q94AI6	Q94AI6
Q94CK9	Q94CK9
Q96703	Q96703
Q96703	Q06658
Q96M85	Q96M85
Q96T59	Q96T59
Q96T59	A8MXV6
Q9BVA6	Q9BVA6
Q9C0U3	Q9C0U3
Q9C7N7	Q9C7N7
Q9C7N7	Q9SKN0
Q9C7N7	Q9LKA1
Q9C7N7	Q9SAA7
Q9C7N7	O80698
Q9C8Z4	Q9C8Z4
Q9CQP3	Q9CQP3
Q9CQP3	Q9BSY4
Q9CY94	Q9CY94
Q9CY94	Q9BRX5
Q9D9S1	Q9D9S1
Q9D9S1	Q9BZE7
Q9SVF3	Q9SVF3
Q9SVF3	Q6TCG2
Q9SVF3	Q96A54
Q9SVF3	Q6TCH7
Q9SVF3	Q09910
Q9SVF3	Q9NXK6
Q9SVF3	Q94177
Q9SVF3	Q80ZE4
Q9SVF3	Q8TEZ7
Q9SVF3	Q07959
Q9SVF3	Q12442
Q9SVF3	Q93ZH9
Q9SVF3	Q91VH1
Q9SVF3	Q8BQS5
Q9SVF3	Q86V24
Q9SVF3	Q6ZVX9
Q9SVF3	Q9VCY8
Q9SVF3	Q9DCU0
Q9UQW9	Q9UQW9
Q9UQW9	O14977
Q9UQW9	Q96A70
Q9UQW9	P00860
Q9UQW9	P08432
Q9UQW9	P11926
Q9UQW9	P09057
Q9UU86	Q9UU86
Q9V7A4	Q9V7A4
Q9VLL3	Q9VLL3
Q9Y2G5	Q9Y2G5
Q9Y5U8	Q9Y5U8
Q9Y5U8	P0DKB6
Q9Y5U8	P38857
Q9Y5U8	P63031
Q9Y5U8	Q949R9
Q9Y5U8	P53311
Q9Y5U8	O95563
Q9Y5U8	P38718
Q9Y5U8	Q9D023
A0A1B0GVB3	A0A1B0GVB3
A1L1J9	A1L1J9
A1L1J9	Q8C3X8
A1L1J9	Q9BU23
A1L1J9	Q3U3R4
A1L1J9	Q96S06
A2RRP1	A2RRP1
B1AZA5	B1AZA5
B1AZA5	Q9H330
B1AZA5	D3ZXD8
B1XLK6	B1XLK6
B1XLK6	Q9SQT8
B1XLK6	Q4JAM9
B1XLK6	Q980U7
B1XLK6	Q9SJX1
B1XLK6	Q83RP1
B2RPU2	B2RPU2
B2RPU2	B1WBU8
B2RPU2	A6NEE1
C0H3T6	C0H3T6
D3Z8X7	D3Z8X7
D3Z8X7	O60308
D3Z8X7	Q80V31
P02533	P02533
P02533	P02538
P02533	P08727
P02533	P13647
P02533	Q21065
P02533	Q5XKE5
P02533	Q61781
P02533	Q6IG00
P02533	Q6NXH9
P02533	P02540
P02533	P08551
P02533	P08729
P02533	P35900
P02533	Q04695
P02533	Q21067
P02533	Q6IG01
P02533	Q86Y46
P02533	P04261
P02533	P02543
P02533	P08553
P02533	P08730
P02533	P19001
P02533	P35908
P02533	Q3UV17
P02533	Q5TF58
P02533	Q6IG02
P02533	Q8BXL9
P02533	Q0P5J6
P02533	B1AQ75
P02533	P02544
P02533	P08928
P02533	P17661
P02533	P19012
P02533	Q03427
P02533	Q3TRJ4
P02533	Q63279
P02533	Q6IG03
P02533	A1L317
P02533	P02545
P02533	Q14CN4
P02533	Q6IG04
P02533	P02547
P02533	Q19782
P02533	Q6A163
P02533	Q6IG05
P02533	Q99M73
P02533	P02548
P02533	P14136
P02533	Q99M74
P02533	Q9NSB2
P02533	P07744
P02533	P46660
P02533	Q15323
P02533	Q99456
P02533	Q9NSB4
P02533	Q9QWL7
P02533	O95678
P02533	P16884
P02533	P19246
P02533	P78385
P02533	Q6IME9
P02533	Q6P5H2
P02533	Q8BGZ7
P02533	Q9D646
P02533	P41219
P02533	P78386
P02533	Q5XFN2
P02533	Q5XQN5
P02533	Q6IMF3
P02533	Q8N9Z9
P02533	P35527
P02533	Q0VET5
P02533	Q16352
P02533	Q61414
P02533	Q6NVD9
P02533	Q70IV5
P02533	O02365
P02533	P04259
P02533	P08779
P02533	P15331
P02533	P47819
P02533	Q9C075
P02533	Q9Z320
P02533	A1L595
P02533	P04104
P02533	P04264
P02533	P13648
P02533	P90900
P02533	Q3TTY5
P02533	Q8IXW0
P02533	Q9D4C1
P02533	Q9Z2T6
P02533	P06394
P02533	P90901
P02533	Q2M2I5
P02533	Q6KB66
P02533	Q7ZTS4
P02533	Q148H7
P02533	Q9ERE2
P02533	P31000
P02533	P20152
P02533	Q7Z3Y7
P02533	Q9Z331
P02533	Q01546
P02533	Q19286
P02533	Q7Z3Y9
P02533	Q8N1N4
P02533	P14733
P02533	Q19289
P02533	Q7Z3Z0
P02533	Q7Z794
P02533	Q9DCV7
P02533	Q6IG12
P02533	P19527
P02533	P48616
P02533	Q3ZD69
P02533	Q9R0H5
P02533	Q0VBK2
P02533	O45168
P02533	P03995
P02533	P25030
P02533	P97861
P02533	P02542
P02533	Q28115
P02533	O77788
P02533	Q13515
P02533	Q6NWF6
P02533	P20700
P02533	P21807
P02533	Q14525
P02533	Q28177
P02533	Q4FZU2
P02533	P09654
P02533	Q497I4
P02533	P08670
P02533	P84198
P02533	P48668
P02533	Q5BJY9
P02533	Q922U2
P02533	A6BLY7
P02533	P05783
P02533	P21263
P02533	P48675
P02533	P31001
P02533	Q21443
P02533	P05784
P02533	P07196
P02533	P12839
P02533	P48678
P02533	Q09501
P02533	Q14532
P02533	Q9D312
P02533	P05785
P02533	P07197
P02533	P21619
P02533	P48679
P02533	Q14533
P02533	Q3SY84
P02533	Q6IFU8
P02533	A6NCN2
P02533	O62654
P02533	P05787
P02533	P48681
P02533	Q61765
P02533	Q6IFV1
P02533	Q6P6Q2
P02533	Q7RTS7
P02533	O76009
P02533	P11679
P02533	P12035
P02533	P50446
P02533	Q10758
P02533	Q6IFV3
P02533	Q8VED5
P02533	Q9Z2K1
P02533	O76013
P02533	P23565
P02533	Q6IFW6
P02533	Q6RHW0
P02533	Q8R2V2
P02533	P14731
P02533	O76014
P02533	P13645
P02533	Q6IFZ6
P02533	P0C6R4
P02533	P14732
P02533	O43790
P02533	O76015
P02533	P02535
P02533	P13646
P02533	P70615
P02533	Q6IFZ9
P02533	Q86DC6
P02533	Q99PS0
P02656	P02656
P02656	P06759
P08312	P08312
P08312	Q83L37
P08312	P15625
P08312	P08425
P08312	Q8Y7Q2
P08312	Q94K73
P08312	Q99M01
P08312	Q04LU1
P08312	O42870
P08312	Q505J8
P08312	Q04FD8
P08312	Q4J8P9
P08312	Q9BRP7
P08312	Q9W3J5
P08312	Q3UY23
P08312	O95363
P08312	Q8C0C7
P08312	Q9Y285
P08910	P08910
P08910	Q9QXM0
P0A6T2	P0A6T2
P0A6T2	P0A6T1
P0A6T2	P12341
P0A6T2	P52983
P0A6T2	Q6P6V0
P0A6T2	P42862
P0A6T2	P12709
P0A6T2	Q3ZBD7
P0A6T2	P42863
P0A6T2	P08059
P0A6T2	Q8H103
P0A6T2	Q97FP8
P0A6T2	Q8Y4R7
P0A6T2	P52029
P0A6T2	P78917
P0A6T2	P83780
P0A6T2	P06745
P0A6T2	P49105
P0A6T2	P81181
P0A6T2	A6QFH3
P0A6T2	Q5HHC2
P0A6T2	P80860
P0A7L5	P0A7L5
P0A7L5	Q83RG1
P0A7L5	Q9BYC9
P0A7L5	Q9CQL4
P0A8U5	P0A8U5
P0ABR3	P0ABR3
P0ACC3	P0ACC3
P0ACC3	O32113
P0ACC3	Q9BUE6
P0ACC3	Q12425
P0ACC3	Q9D924
P0ACC3	Q86U28
P0ACC3	P9WMN5
P0ACC3	P9WMN4
P0ACC3	Q07821
P0ADB1	P0ADB1
P0AEX9	P0AEX9
P0AFM2	P0AFM2
P0C945	P0C945
P11686	P11686
P13484	P13484
P15265	P15265
P15265	Q64298
P16332	P16332
P16332	P22033
P54474	P54474
P56393	P56393
P56393	P80431
P56393	Q8TF08
P56393	P24311
P58505	P58505
P59282	P59282
P59282	Q7TQD2
P59282	P91127
P59282	Q27957
P59282	Q9CRB6
P59282	Q9VV43
P59282	O94811
P59282	D3ZQL7
P59282	Q0P5Y3
P59282	Q9BW30
P71005	P71005
P73824	P73824
P73824	P36969
P73824	O04922
P73824	O59858
P73824	P23764
P73824	P52032
P73824	P11352
P73824	P18283
P73824	O18994
P73824	O48646
P73824	P46412
P73824	O75715
P73824	P38143
P73824	O62327
P73824	Q9JHC0
P73824	P22352
P73824	Q8TED1
P73824	Q96SL4
P73824	P04041
P73824	P59796
P73824	P83645
P73824	P40581
P74360	P74360
P75426	P75426
P76268	P76268
P76268	P0ACN4
P96679	P96679
P9WF29	P9WF29
P9WIR7	P9WIR7
P9WJG5	P9WJG5
P9WJG5	A1KH33
P9WKW5	P9WKW5
P9WM25	P9WM25
P9WMQ9	P9WMQ9
P9WNE5	P9WNE5
Q17RN3	Q17RN3
Q17RN3	Q3TJZ6
Q17RN3	Q80VD1
Q1ERP8	Q1ERP8
Q1ERP8	Q2TB54
Q1ERP8	Q86YW5
Q1ERP8	Q8VCH2
Q1ERP8	Q5M871
Q1ERP8	O60667
Q1ERP8	Q9UGN4
Q1ERP8	Q9NP99
Q1ERP8	Q9NZC2
Q1ERP8	Q3U497
Q1ERP8	P06332
Q1ERP8	A8K4G0
Q1ERP8	Q08708
Q1ERP8	A1KXC4
Q1ERP8	O70570
Q1ERP8	P0DMS9
Q1ERP8	P01730
Q1ERP8	Q496F6
Q1ERP8	Q9JKE2
Q1ERP8	A2TGX5
Q1ERP8	Q6SJQ0
Q1ERP8	Q6SJQ7
Q1ERP8	Q8TDQ1
Q1ERP8	P01833
Q1ERP8	Q5T2D2
Q1ERP8	Q8WWV6
Q1ERP8	Q3LRV9
Q1ERP8	P15083
Q3E747	Q3E747
Q3TGW2	Q3TGW2
Q3TGW2	Q7L9B9
Q3TGW2	Q3MHJ7
Q3TGW2	Q5XI74
Q3TPX4	Q3TPX4
Q3TPX4	O00471
Q3TPX4	P97878
Q3URK1	Q3URK1
Q3URK1	Q86UF4
Q3ZAV0	Q3ZAV0
Q3ZAV0	Q8C4J0
Q3ZAV0	Q8IWA6
Q4J6G3	Q4J6G3
Q4JAE8	Q4JAE8
Q4KLK9	Q4KLK9
Q4KLK9	Q9CY97
Q4KLK9	P53538
Q4KLK9	Q22453
Q4KLK9	Q9NP77
Q50314	Q50314
Q52KB6	Q52KB6
Q52KB6	Q4AC94
Q53T59	Q53T59
Q53T59	Q3TC93
Q561R1	Q561R1
Q561R1	Q9HGK9
Q561R1	Q3TJM4
Q561R1	Q96BT3
Q5F267	Q5F267
Q5F267	Q8NBR0
Q5FVQ4	Q5FVQ4
Q5FVQ4	Q6ZQI3
Q5FVQ4	Q14165
Q5HDW4	Q5HDW4
Q5HDW4	P73314
Q5HDW4	P90526
Q5HDW4	Q9SIP7
Q5HDW4	A4FPL9
Q5HDW4	Q95749
Q5HDW4	Q9FJA6
Q5HDW4	O60128
Q5HDW4	P56798
Q5HDW4	P62908
Q5HDW4	P62909
Q5HDW4	Q0Z8U2
Q5HDW4	Q9UXA0
Q5HDW4	P05750
Q5HDW4	Q06559
Q5HDW4	A0QSD7
Q5HDW4	A1KGI8
Q5HDW4	P9WH37
Q5HDW4	A0A1D8PSV5
Q5HDW4	P92511
Q5HDW4	P21465
Q5HDW4	P0A7V3
Q5HDW4	P59184
Q5HDW4	Q08365
Q5HDW4	Q9M339
Q5HF24	Q5HF24
Q5M9N0	Q5M9N0
Q5NDL2	Q5NDL2
Q5NDL2	Q8NAT1
Q5NDL2	Q8BW41
Q5NDL2	Q8BYW9
Q5NDL2	Q9VQB7
Q5SU73	Q5SU73
Q5SU73	Q8RWK8
Q5SU73	P38432
Q5T6C5	Q5T6C5
Q5T6C5	Q8R4I1
Q5T6C5	O15265
Q5T6C5	Q9CZ05
Q5T6C5	Q9ULK2
Q5T6C5	P53165
Q5T6C5	O94397
Q5VT28	Q5VT28
Q5W111	Q5W111
Q5XI14	Q5XI14
Q5XI14	E9Q956
Q5XJY6	Q5XJY6
Q5XJY6	Q8NB91
Q61114	Q61114
Q61114	Q8TDL5
Q61334	Q61334
Q61334	Q61335
Q62018	Q62018
Q62018	B5X0I6
Q62018	Q03560
Q63HM2	Q63HM2
Q63HM2	A6NKB5
Q63HM2	Q8VI59
Q63HM2	Q9QYC1
Q63HM2	Q3UVY5
Q63HM2	E9PSU6
Q63HM2	Q9H6A9
Q63HM2	Q5DU28
Q63HM2	Q96RV3
Q63HM2	Q96RV3
Q64362	Q64362
Q64362	Q9H8T0
Q64362	Q5FVH4
Q66H03	Q66H03
Q69ZF8	Q69ZF8
Q69ZF8	P50534
Q6AY88	Q6AY88
Q6AY88	A2A9F4
Q6AY88	Q8NAX2
Q6DFX2	Q6DFX2
Q6DFX2	Q0PMD2
Q6DFX2	P58335
Q6DFX2	Q9H6X2
Q6DFX2	Q9CZ52
Q6DFX2	A6NF34
Q6NZ36	Q6NZ36
Q6NZ36	Q3UN58
Q6NZ36	D4AAA5
Q6P9U8	Q6P9U8
Q6P9U8	O01974
Q6P9U8	Q91WK2
Q6P9U8	O15372
Q6T8D8	Q6T8D8
Q6T8D8	O70548
Q6T8D8	O15273
Q6UQ28	Q6UQ28
Q6UWY0	Q6UWY0
Q6UXV1	Q6UXV1
Q6ZQL4	Q6ZQL4
Q6ZQL4	Q15061
Q6ZS72	Q6ZS72
Q6ZUA9	Q6ZUA9
Q8IY50	Q8IY50
Q8IY50	Q1LZI2
Q8J025	Q8J025
Q8J025	Q3U128
Q8K1X1	Q8K1X1
Q8K1X1	Q9BZH6
Q8K1X1	F1QEB7
Q8K3C3	Q8K3C3
Q8K3C3	Q8WZA0
Q8MMC4	Q8MMC4
Q8N271	Q8N271
Q8N271	Q3UUY6
Q8N271	Q8CJ52
Q8N6L7	Q8N6L7
Q8N6L7	Q8C353
Q8N7J2	Q8N7J2
Q8N7J2	Q5JTC6
Q8N7J2	Q8CCJ4
Q8N7J2	Q6NS69
Q8N7J2	Q7TS75
Q8N7J2	Q8N944
Q8N9S9	Q8N9S9
Q8N9S9	Q15036
Q8N9S9	Q6AYS6
Q8N9S9	Q8BVL3
Q8NFB2	Q8NFB2
Q8NFB2	A2AF53
Q8NFB2	Q8R3R5
Q8NFB2	Q9H7F4
Q8R164	Q8R164
Q8R3L2	Q8R3L2
Q8R3L2	Q9BQ70
Q8R4A1	Q8R4A1
Q8R4A1	Q8R180
Q8R4A1	Q9C7S7
Q8R4A1	Q03103
Q8R4A1	Q96HE7
Q8R4A1	B6CVD7
Q8R4A1	Q9Y7P1
Q8TAE8	Q8TAE8
Q8TAE8	Q9CR59
Q8TF63	Q8TF63
Q8VCG3	Q8VCG3
Q8X8G9	Q8X8G9
Q8Y459	Q8Y459
Q8Y459	P0A7X3
Q8Y459	P0A7X5
Q8Y459	B7LRJ8
Q8Y459	Q83Q07
Q8Y459	P82933
Q8Y459	P0CT64
Q8Y459	P0CT65
Q8Y459	P0CT65
Q8Y459	Q9D7N3
Q8Y459	P38120
Q8Y459	P14131
Q8Y459	P62249
Q8Y459	P62250
Q8Y459	Q9XJ27
Q8Y459	A0A1D8PCW6
Q8Y459	O94017
Q8Y459	P0CX52
Q8Y459	P0CX51
Q8Y459	B1XJI0
Q8Y459	Q04G51
Q8Y459	P21470
Q8Y459	Q6N650
Q91W50	Q91W50
Q91W50	P18395
Q91XD4	Q91XD4
Q91XD4	O88618
Q91XD4	O95954
Q92328	Q92328
Q92328	A4RM00
Q92628	Q92628
Q92628	Q80U59
Q94051	Q94051
Q95XQ1	Q95XQ1
Q969U7	Q969U7
Q969U7	Q9EST4
Q96AQ6	Q96AQ6
Q96AQ6	Q9ULG6
Q96AQ6	Q640L3
Q96AQ6	Q3TVI8
Q96AQ6	A2VD12
Q96DM1	Q96DM1
Q96E52	Q96E52
