J3KQB2	J3KQB2
Q8BMA6	Q9UHB9
Q01415	Q01415
Q01415	Q68FH4
XP_111398	XP_111398
Q5JU85	Q5JU85
Q5JU85	Q5DU25
Q5JU85	XP_003754801
Q5JU85	A4GZ26
P29033	P29033
Q07343-2	Q07343-2
Q07343-2	Q01063-3
Q07343-2	Q08499-4
E9PEI6	E9PEI6
Q8N9N5	Q8N9N5
Q8N9N5	Q8VBU8
Q9Y2B4	Q9Y2B4
P01189	P01189
Q92539	Q92539
Q92539	Q99PI5
Q92539	D3ZYB4
Q7TQC7	Q7TQC7
Q7TQC7	Q9NW75
Q96C12	Q96C12
Q8IZD2	Q8IZD2
Q8IZD2	Q3UG20
P25791	P25791
O55165	O55165
O55165	O35066
O55165	O14782
Q9NZ09	Q9NZ09
Q9NZ09	Q8BH48
Q8WW33	Q8WW33
Q96M83	Q96M83
O00294	O00294
Q5SX79	Q5SX79
Q5SX79	XP_001073965
Q5SX79	Q2M3G4-2
Q5SX79	Q2M3G4
Q5T5N4	Q5T5N4
Q8BJL1	Q8BJL1
Q8BJL1	Q8TB52
Q8BJL1	Q5XI67
P07148	P07148
P07148	P12710
P07148	P02692
O95926	O95926
Q3U4G3	Q3U4G3
Q3U4G3	Q8NBI6
O15033	O15033
O15033	Q8CHG5
O15033	D3ZVC4
O15033	O15033-2
Q9NVF7	Q9NVF7
Q9NVF7	Q8BIG4
O95466	O95466
O95466	O95466-2
O95466	Q96PY5
O95466	Q96PY5-3
O95466	XP_575134
O95466	A2APV2
O95466	D3ZDN1
O95466	Q6ZPF4
O95466	Q8IVF7
O95466	D3ZAZ1
O95466	Q9JL26-2
O95466	Q9JL26
Q8NAT2	Q8NAT2
Q8NAT2	Q8NAT2-1
Q8NAT2	Q5VCS6
Q9HCE9	Q9HCE9
O60925	O60925
P63154	P63154
Q3TIX9	Q3TIX9
Q3TIX9	Q53GS9
Q3TIX9	F7F1N8
O88665	O88665
O88665	Q9NPI1
O88665	A0A0G2JTM7
Q7Z7G0	Q7Z7G0
Q7Z7G0	F1M0R2
Q7Z7G0	Q59IW6
Q7TSH8	Q7TSH8
Q7TSH8	Q12767
Q7TSH8	Q12767-2
Q7TSH8	F1LUG5
Q91ZA3	Q91ZA3
Q91ZA3	P05165
Q91ZA3	P14882
Q92968	Q92968
Q92968	Q9D0K1
P32239	P32239
P32239	P56481
P32239	P30553
Q9H2E6	Q9H2E6
Q9H2E6	O35464
Q7Z7A1	Q7Z7A1
Q7Z7A1	A2AL36
Q9QZM4	Q9QZM4
O00220	O00220
Q9QY30	Q9QY30
Q9QY30	O95342
Q9QY30	O70127
Q3US17	Q3US17
Q3US17	Q96MX3
Q2M2I5	Q2M2I5
Q2M2I5	A1L317
Q6ZXV5	Q6ZXV5
Q6ZXV5	Q8BRH0
Q9BVS5	Q9BVS5
Q9UM07	Q9UM07
Q9UM07	Q9Z183
Q9UM07	Q9Z184
Q9UM07	P70708
Q9UM07	Q9ULW8
Q9UM07	Q9ULC6
Q9UM07	Q9Y2J8
Q9UM07	Q08642
Q9NZ43	Q9NZ43
Q9NZ43	Q9CQ56
Q9Y663	Q9Y663
Q9Y663	Q8BKN6
Q9Y663	Q9QZS6
Q9Y663	D3ZTA9
Q9Y663	Q9Y662
Q9Y663	Q673U1
Q9Y663	Q80W66
Q5HY64	Q5HY64
Q9R049	Q9R049
Q9R049	Q9UKV5
Q9P1Z9	Q9P1Z9
P55283	P55283
P55283	P15116
P55283	P19022
P55283	P39038
P55283	Q9Z1Y3
Q96PP8	Q96PP8
Q96PP8	Q8CFB4
Q96PP8	A4UUI2
Q96PP8	Q01514
Q96PP8	Q9H0R5
Q96PP8	Q9Z0E6
Q96PP8	P32456
Q96PP8	P32455
Q8IZC7	Q8IZC7
Q8IZC7	Q7L945
Q96IV6	Q96IV6
Q9QXZ7	Q9QXZ7
Q9QXZ7	Q9Y5X4
Q8K410	Q8K410
Q8K410	Q8TC27
Q69Z37	Q69Z37
Q69Z37	E9PX59
Q69Z37	XP_038964516
Q69Z37	Q8IVG5
Q69Z37	Q5K651
Q0VD83	Q0VD83
Q9H6B4	Q9H6B4
Q9H6B4	Q8R373
Q3LXA3	Q3LXA3
Q3LXA3	Q8VC30
Q3LXA3	Q4KLZ6
P55039	P55039
P55039	Q9QXB9
P55039	Q9Y295
Q9BRR0	Q9BRR0
Q9BRR0	Q969J2
Q9BRR0	Q5FVP7
Q9BRR0	Q91VW9
Q3TN34	Q3TN34
Q3TN34	D3ZEN0
Q14542	Q14542
Q14542	Q61672
Q12816	Q12816
Q9JMA9	Q9JMA9
Q9JMA9	Q9UN76
Q8CDG1	Q8CDG1
Q8CDG1	Q8TC59
P51906	P51906
P51906	P51907
P51906	P43005
P51906	P56564
P51906	P43003
P51906	P24942
P51906	O35544
P51906	O35921
P51906	P48664
Q9NQW8	Q9NQW8
Q96M60	Q96M60
Q8VIM0	Q8VIM0
Q8VIM0	Q8TDQ0
Q9UIW0	Q9UIW0
Q9UIW0	Q9WTP9
Q96N66	Q96N66
Q96N66	Q8CHK3
Q4FJU9	Q4FJU9
Q4FJU9	XP_001059205
Q4FJU9	Q8WWA1
Q8BGV5	Q8BGV5
Q8BGV5	P17098
Q6ZWN5	Q6ZWN5
Q6ZWN5	P46781
Q91VR8	Q91VR8
Q91VR8	Q8WUW1
Q91VR8	D3ZUP5
Q9CRB3	Q9CRB3
Q8N6V4-3	Q8N6V4-3
Q9CQT2	Q9CQT2
Q9CQT2	Q9Y580
O96007	O96007
O96007	Q9Z223
Q96A32	Q96A32
Q96A32	P97457
Q96A32	P04466
Q96A32	P18666
Q96A32	O14950
Q96A32	Q3THE2
Q96A32	Q5E9E2
Q96A32	P24844
Q96A32	Q9CQ19
Q96A32	Q64122
Q96A32	P19105
Q96A32	Q6ZWQ9
Q96A32	P13832
Q96A32	Q9QVP4
Q96A32	P51667
Q96A32	P10916
Q96A32	Q01449
Q96A32	P08733
Q96A32	Q02045
P62889	P62889
P62889	P62888
P62889	P62890
Q9D8S9	Q9D8S9
Q9D8S9	Q9Y3E2
Q9D8S9	Q06C60
P58468	P58468
P58468	Q9NSI2
Q15847	Q15847
O15266	O15266
Q6PGH2	Q6PGH2
Q6PGH2	Q9H910
Q6PGH2	Q5BK20
P06798	P06798
P61358	P61358
P61358	P61353
Q91YQ1	Q91YQ1
Q91YQ1	O14966
Q91YQ1	Q63481
Q3UHX2	Q3UHX2
Q3UHX2	Q62785
Q3UHX2	Q13442
P70266	P70266
P70266	P07953
P70266	P16118
P70266	Q6DTY7
P70266	Q16877
P70266	O60825-2
P70266	O60825
Q9JHL1	Q9JHL1
Q9JHL1	Q15599
Q9JHL1	Q920G2
Q9JHL1	Q15599-2
Q9JHL1	P70441
Q9JHL1	Q9JJ19
Q9JHL1	Q28619
Q9JHL1	O14745
Q9JHL1	E2RGF3
Q3UBG2	Q3UBG2
P17665	P17665
P17665	P15954
P17665	P00430
Q6TCG2	Q6TCG2
Q6TCG2	Q6ZVX9
Q8WVK2	Q8WVK2
Q8WVK2	Q8K194
Q5R212	Q5R212
Q5R212	Q8N3Z0
Q6TA25	Q6TA25
Q6TA25	Q9NVK5
Q6TA25	Q9CRA9
NP_001178933	NP_001178933
NP_001178933	P18654
NP_001178933	P51812
NP_001178933	A5PJL4
NP_001178933	P18652
NP_001178933	Q15418-2
NP_001178933	F1M7N7
NP_001178933	Q63531
NP_001178933	P18653
NP_001178933	Q15418
NP_001178933	Q9WUT3
NP_001178933	Q15349
NP_001178933	Q9UK32
NP_001178933	Q7TPS0
P43627	P43627
P43627	P43628
P43627	P43626
P48024	P48024
P48024	NP_001099307
P48024	P41567
P48024	O60739
P48024	Q9CXU9
P48024	B5DFN1
Q9JKX6	Q9JKX6
Q9JKX6	Q9UKK9
Q9JKX6	Q6AY63
P40124	P40124
P40124	Q01518
P40124	Q08163
P40124	Q01518-2
P40124	Q9CYT6
P40124	P40123
P40124	P52481
Q9D7E4	Q9D7E4
Q9D7E4	Q9UFG5
Q5T6S3-2	Q5T6S3-2
P51911	P51911
P51911	P26932
P51911	Q08092
P51911	Q08290
Q5NBU8	Q5NBU8
AAD02884	AAD02884
Q8BFV3	Q8BFV3
Q8BFV3	Q62767
Q8BFV3	P28563
Q8BFV3	P28562
Q8BFV3	Q13115
P11031	P11031
P11031	P53999
P11031	Q63396
Q66JR8	Q66JR8
Q9D708	Q9D708
Q96PF2	Q96PF2
Q96PF2	Q61241
Q96PF2	Q9BXA7
A2RUU4	A2RUU4
P19091	P19091
P19091	P10275
P19091	P15207
Q9WVL2	Q9WVL2
Q9WVL2	P52630
Q9WVL2	Q5XI26
P53396	P53396
P53396	P16638
P53396	Q91V92
P53396	Q3V117
Q90933	Q90933
Q9Y5T5	Q9Y5T5
Q9Y5T5	Q99LG0
Q9Y5T5	Q2KJ09
Q6P9P6	Q6P9P6
Q6P9P6	P52732
Q6P9P6	F1MAB8
Q6VVW5	Q6VVW5
Q6VVW5	P20594
Q6VVW5	P16067
Q6VVW5	P18293
Q6VVW5	P18910
Q6VVW5	P16066
Q01973	Q01973
Q01973	Q9Z139
Q01973	Q01974
Q01973	Q9Z138
Q62190	Q62190
Q62190	Q04912
P42225	P42225
P42225	Q9QXK0
P42225	P42224
P42225	P52631
P42225	P61635
P42225	P40763
P42225	P42227
P42225	P40763-2
P42225	P42227-3
P42225	P42227-2
P42225	P40763-3
P42225	Q66HB2
P42225	P42228
P42225	Q14765
O35655	O35655
O35655	O14829
P11627	P11627
P11627	Q05695
P11627	P32004
P11627	P32004-2
P11627	Q05695-2
Q61097	Q61097
Q61097	Q8IVT5
Q5TCX8	Q5TCX8
Q5TCX8	F1LRA7
Q5TCX8	Q3U1V8
Q5TCX8	P80192
Q8R4K2	Q8R4K2
Q8R4K2	Q9NWZ3
Q9Y616	Q9Y616
Q9Y616	Q8K4B2
Q07820	Q07820
Q07820	P97287
Q07820	Q9Z1P3
Q6PCL9	Q6PCL9
Q6PCL9	Q9BWT3
Q6PCL9	Q61183
Q6PCL9	P51003
Q64350	Q64350
Q64350	P47823
Q64350	Q8CHW4
Q64350	Q13144
P04150	P04150
P04150	P06537
P04150	P06536
P18052	P18052
P18052	Q03348
P18052	P18433
P18052	P18433-2
P35639	P35639
P35639	P35638
P12841	P12841
P12841	P01101
P12841	P01100
P30309	P30309
O09112	O09112
O09112	Q13202
O09112	NP_001101980
O75531	O75531
O75531	O54962
O75531	Q9R1T1
P62755	P62755
P62755	P62753
P62755	P62754
P62755	Q5E995
P11101	P11101
P54105	P54105
P54105	Q923F1
P54105	Q04753
P54105	P35521
O15117	O15117
O15117	O15117-2
O15117	O35601
O15117	D3ZIE4
Q9QZ05	Q9QZ05
Q9QZ05	Q9P2K8
Q9QZ05	D4A7V9
P42768	P42768
P42768	P70315
Q5XJV6	Q5XJV6
Q5XJV6	Q96Q04
Q8BKG3	Q8BKG3
Q8BKG3	Q13308
Q9UNN8	Q9UNN8
Q9UNN8	Q64695
Q99062	Q99062
Q99062	P40223
P63059	P63059
P63059	P63058_OBS
P63059	P10827
P63059	P63058
P38656	P38656
P38656	P32067
P38656	P05455
P35916	P35916
P35916	Q91ZT1
P35916	P35917
Q64716	Q64716
Q64716	Q9WTL4
Q64716	P14616
Q64716	P06213
Q64716	P15127
Q64716	Q60751
Q64716	P24062
Q64716	P08069
Q64716	NP_999337
Q64716	P15208
Q64716	P06213-2
P13668	P13668
P13668	P31395
P13668	P54227
P13668	P16949
P13668	Q3T0C7
Q8CGA0	Q8CGA0
Q8CGA0	P49593
P49459	P49459
P49459	P63146
Q925D6	Q925D6
Q925D6	O09110
Q925D6	P52564
Q925D6	P70236
Q925D6	P46734
Q9BXB4	Q9BXB4
Q9BXB4	B5DF74
Q9BXB4	Q8CI95
Q9BXB4	Q9BXB5
Q9BXB4	S4R1M9
Q9JKB3	Q9JKB3
Q9JKB3	Q62764
Q9JKB3	P16989
Q9Z1X4	Q9Z1X4
Q9Z1X4	Q12906
Q9Z1X4	Q9JIL3
Q9Z1X4	Q12906-7
P48965	P48965
P48965	P48964
P48965	P30304
P54829	P54829
P54829	P54830
P54829	P54829-3
P15927	P15927
P15927	Q62193
O60936	O60936
O60936	Q9D1X0
O60936	Q62881
P41156	P41156
P41156	P13474
P41156	P27577
P41156	P14921
P41156	P14921-3
Q8C3Q9	Q8C3Q9
Q8C3Q9	Q9JHK1
Q8C3Q9	P55211
Q13905	Q13905
Q13905	Q91ZZ2
Q13905	Q9QYV3
P70460	P70460
P70460	B5DEX4
P70460	P50552
Q8CE90	Q8CE90
Q14683	Q14683
Q14683	Q9CU62
Q14683	Q9Z1M9
Q14683	NP_001123970
Q14683	Q8NDV3
Q14683	Q920F6
P70671	P70671
P70671	Q5XIB0
P70671	Q14653
P15409	P15409
P15409	P02699
P15409	P08100
P15409	P51489
O15304	O15304
Q61493	Q61493
Q61493	O60673
P15037	P15037
P15037	P15036
Q9CX84	Q9CX84
Q9CX84	P49795
Q9WVH4	Q9WVH4
Q9WVH4	D3ZBQ1
Q9WVH4	O43524
Q9R1E0	Q9R1E0
Q9R1E0	G3V7R4
Q9R1E0	Q12778
Q61160	Q61160
Q61160	Q13158
Q61160	Q8R2E7
P17599	P17599
P17599	P09951
P17599	P17600
P17599	O88935
P17599	O88935-1
P17599	O88935-3
P17599	P17600-2
P61810	P61810
P61810	P61809
P61810	Q15078
Q60805	Q60805
Q60805	P57097
Q60805	Q12866
Q9Y3X0	Q9Y3X0
Q9Y3X0	Q8VC31
Q06806	Q06806
Q06806	B5DFD6
Q06806	P35590
P42681	P42681
P42681	P42682
P21579	P21579
P21579	Q8N9I0
P21579	P48018
P21579	P46097
P21579	P46096
P21579	P21707
P21579	O00445
P21579	Q9R0N5
P21579	NP_001239271
P21579	P47861
P21579	P29101
P07101	P07101
P07101	P07101-2
P07101	P17289
P07101	P04177
P07101	P24529
P07101	P07101-3
P07101	P07101-4
Q9Y6W6	Q9Y6W6
Q9Y6W6	Q9ESS0
Q7TNL7	Q7TNL7
Q91Z46	Q91Z46
Q91Z46	Q9DBB1
Q91Z46	Q16828
Q91Z46	Q16829
Q91Z46	Q64346
Q9H098-2	Q9H098-2
Q02241-2	Q02241-2
Q9JJH5	Q9JJH5
Q9JJH5	P26285
Q9JJH5	O35552
Q9JJH5	Q9ESY2
Q9JJH5	Q16875
Q9JJH5	P70265
Q9JJH5	Q6GTL7
P17252	P17252
P17252	P04409
P17252	P20444
P17252	P05696
P17252	P68404-2
P17252	P68403-2
P17252	P05771-2
P17252	P68403
P17252	P68404
P17252	P05771
P17252	P63319
P17252	P63318
P17252	P05129
P42859	P42859
P42859	P51111
P42859	P42858
P01584	P01584
P01584	P10749
P17676	P17676
P49715	P49715
P49715	P05554
P49715	P53566
P48754	P48754
P48754	O54952
P48754	P38398
P51943	P51943
P51943	P20248
Q6ZWX6	Q6ZWX6
Q6ZWX6	P68101
Q6ZWX6	P05198
P06748	P06748
P06748	P13084
P06748	Q61937
Q5M7W5	Q5M7W5
Q5M7W5	ACK86564
Q5M7W5	P36225
Q5M7W5	P27546-3
Q5M7W5	P27546
Q5M7W5	P27816-6
Q5M7W5	P27816
Q02833	Q02833
P08581	P08581
P08581	P16056
P08581	P97523
P26040	P26040
P26040	P15311
P26040	P26041
P26040	P26043
P26040	P35241
P26040	P26038
P26040	O35763
P26040	P31977
P52633	P52633
P52633	NP_001037715
P52633	P42226
P29376	P29376
P29376	P08923
D4A453	D4A453
D4A453	P49427
D4A453	Q712K3
P08057	P08057
P08057	P02646
P08057	P23693
P08057	P48787
P08057	P19429
P08057	Q8MKD5
P51160	P51160
P51160	Q91ZQ1
P51160	P16499
P51160	P35913
P51160	P27664
Q9BRD0	Q9BRD0
Q9BRD0	Q4QQU1
Q9BRD0	Q8R149
Q6NUJ5	Q6NUJ5
Q6NUJ5	E9Q9M8
Q8BQR4	Q8BQR4
Q8BQR4	Q9H9L4
Q8BQR4	Q6AY70
Q9H3Y6	Q9H3Y6
Q9H3Y6	Q62270
Q922K9	Q922K9
Q922K9	Q62662
Q922K9	P42685
P51908	P51908
P51908	P41238
Q8TCY9	Q8TCY9
Q8TCY9	Q5NCI0
Q8TCY9	Q8TCY9-2
E9Q3L2	E9Q3L2
E9Q3L2	P42356
E9Q3L2	O08662
P57739	P57739
P57739	O88552
Q91WD7	Q91WD7
Q91WD7	Q8NI77
Q14152	Q14152
Q14152	P23116
Q14152	Q1JU68
Q6DFV6	Q6DFV6
Q3UKF7	Q3UKF7
Q8TDN2	Q8TDN2
Q8TDN2	D3ZZR6
Q8TDN2	Q8CFS6
P17751	P17751
P17751	P60174
P17751	P48500
Q3KRD5	Q3KRD5
Q3KRD5	Q9CYG7
Q3KRD5	Q15785
Q3KRD5	Q9CYG7-2
Q9QUR2	Q9QUR2
Q9QUR2	Q8CBY8
Q9QUR2	Q9UJW0
P53564	P53564
P53564	P39880
P53564	P53565
P61081	P61081
P61081	P61082
Q9Y385	Q9Y385
Q9Y385	Q9JJZ4
Q9Y385	F1MBQ2
Q9D0M1	Q9D0M1
Q9D0M1	Q14558
Q9D0M1	Q63468
Q9D0M1	Q8R574
Q9D0M1	O60256
Q9D0M1	O08618
Q9Z2Y8	Q9Z2Y8
Q9Z2Y8	O94903
Q9Z2Y8	D3ZCA0
P26196	P26196
P26196	P54823
Q6TDU7	Q6TDU7
Q6TDU7	B1H288
O35668	O35668
O35668	P54257
Q9P2Y4	Q9P2Y4
Q9P2Y4	Q6IQX8
Q9P2Y4	Q66H48
P31939	P31939
P31939	Q9CWJ9
Q9JLC8	Q9JLC8
Q9JLC8	XP_224256
Q9JLC8	Q9NZJ4
Q9JLC8	F1N4J2
Q924C5	Q924C5
Q924C5	D3ZH28
P37287	P37287
P37287	Q64323
Q15077	Q15077
Q9ESK3	Q9ESK3
Q9ESK3	Q9HC96
P61960	P61960
P61960	P61961
Q9Z1A1	Q9Z1A1
Q9Z1A1	Q92734
Q9Z1A1	Q6AYR1
P01579	P01579
Q9NZT1	Q9NZT1
Q9NZT1	Q9JM83
Q9Y5K8	Q9Y5K8
Q9Y5K8	P57746
Q02413	Q02413
Q02413	Q61495
Q02413	Q7TSF1
O95461	O95461
O95461	ENSRNOP00000018434
O15226	O15226
O15226	O15226-2
Q6IQ32	Q6IQ32
Q6IQ32	B2GVB8
Q6IQ32	Q8CHC8
P30048	P30048
P30048	P20108
O75462	O75462
O75462	Q9JM58
Q9Z108	Q9Z108
Q9Z108	O95793-2
O95793	O95793
Q02384	Q02384
Q02384	Q62245
Q02384	Q07889
Q02384	Q07890
Q02384	NP_001094186
Q02384	A0A0A0MQ87
Q9Y3Q3	Q9Y3Q3
Q9Y3Q3	D3YZZ5
Q9Y3Q3	Q9Y3B3
Q5K5D4	Q5K5D4
O14744	O14744
P22415	P22415
P22415	Q61069
Q70IV5	Q70IV5
Q70IV5	O15061
Q99LR1	Q99LR1
Q99LR1	Q8N2K0
Q99LR1	Q6AYT7
P23921	P23921
P23921	P07742
Q9Z0Y7	Q9Z0Y7
Q9Z0Y7	O14654
Q9Z0Y7	XP_235721
Q8IVD9	Q8IVD9
Q8IVD9	Q8R1N4
P22897	P22897
P19467	P19467
Q9H3R2	Q9H3R2
P58753	P58753
P58753	Q99JY1
Q99836	Q99836
Q99836	P22366
Q8NFM7	Q8NFM7
Q8IZD6	Q8IZD6
Q8IY85	Q8IY85
Q9Z0M6	Q9Z0M6
Q9Z0M6	Q5XI36
P13725	P13725
Q7Z7E8	Q7Z7E8
Q7Z7E8	Q7TSS2
Q8BJM3	Q8BJM3
Q8BJM3	Q7Z5L2-2
Q8BJM3	Q7Z5L2
P50443	P50443
P50443	Q62273
Q62469	Q62469
Q62469	P17301
P54922	P54922
P54922	P54923
P10605	P10605
P10605	P07858
P99029	P99029
P99029	P30044
P99029	Q9R063
Q9QWJ9	Q9QWJ9
Q9QWJ9	P97333
Q9QWJ9	O14786
Q9CWR7	Q9CWR7
Q9CWR7	Q9UHE8
O88962	O88962
O88962	Q9UNU6
Q9NY15	Q9NY15
Q9NY15	Q8R4Y4
Q9BYZ2	Q9BYZ2
A2AJT9	A2AJT9
A2AJT9	B2GUW9
A2AJT9	A2AG58
Q99614	Q99614
Q99614	Q91Z38
P48200	P48200
P48200	Q63270
P48200	P28271
P48200	P21399
P48200	Q01059
P48200	Q811J3
P48200	Q62751
Q9ULC5	Q9ULC5
Q9ULC5	Q9ULC5-3
Q9ULC5	Q8JZR0
Q9ULC5	P41216
Q9ULC5	Q91WC3
Q9ULC5	Q9UKU0
Q9ULC5	P33121
Q9ULC5	P18163
Q9ULC5	P33124
Q9ULC5	Q9UKU0-2
P49748	P49748
P49748	P50544
J3KML8	J3KML8
J3KML8	I3L273
Q9CZX5	Q9CZX5
Q9CZX5	Q96BK5
Q9CZX5	A4L691
Q6AY02	Q6AY02
Q6AY02	Q96I25
Q6AY02	Q8JZX4
O14746-2	O14746-2
O15040	O15040
O15040	D4A6U4
O15040	Q3UH45
P59282	P59282
P59282	Q0P5Y3
P59282	Q9CRB6
P59282	Q9BW30
Q92791	Q92791
Q92791	Q8K2B0
Q8VHI4	Q8VHI4
Q8VHI4	Q8N187
O95076	O95076
O95076	O70137
O55112	O55112
O55112	P51816
Q96G03	Q96G03
Q96G03	Q7TSV4
Q96G03	B1H277
Q96G03	D3Z955
Q96G03	Q8CAA7
Q96G03	Q6PCE3
Q96MW5	Q96MW5
Q96MW5	B5DF86
P11310	P11310
P11310	P45952
Q16827	Q16827
Q16827	E9Q612
Q16827	Q16827-2
Q9JLU4	Q9JLU4
Q9JLU4	Q4ACU6
Q9JLU4	G3X7P4
Q9JLU4	Q9BYB0
Q86UG4	Q86UG4
Q7TT45	Q7TT45
Q7Z7G1	Q7Z7G1
Q7Z7G1	Q9QZE2
Q7Z3V4	Q7Z3V4
Q7Z3V4	Q9ES34
Q8R139	Q8R139
Q8R139	Q7RTT9
O95613	O95613
Q9NXJ5	Q9NXJ5
Q52LJ0-1	Q52LJ0-1
P59665	P59665
P59665	P59666
P55808	P55808
P23352	P23352
Q15661	Q15661
Q15661	P20231
Q15661	P21845
O95932	O95932
P07098	P07098
P07098	Q5W064
P07098	Q5VXJ0
P07098	Q5VYY2
P07098	P38571
P07098	Q8K2A6
P07098	A0A494BBH0
Q9UHF1	Q9UHF1
Q9UHF1	Q9QXT5
Q8CB59	Q8CB59
Q8CB59	Q96MY7
Q9Z0E0	Q9Z0E0
Q9Z0E0	Q9UBB6
Q9Z0E0	O35095
Q96DV4	Q96DV4
Q6ZPU9	Q6ZPU9
Q6ZPU9	Q96EK5
E9Q8T2	E9Q8T2
P57071	P57071
Q9UHC7	Q9UHC7
Q61035	Q61035
Q61035	P12081
Q61035	Q99KK9
Q61035	P49590
Q61035	Q4QQV4
Q61035	F1M9C9
Q8IYA6	Q8IYA6
Q8IYA6	Q7TS74
Q8BJF9	Q8BJF9
Q8BJF9	Q9UQN3
Q8BJF9	F1M8B7
O43633	O43633
Q86WJ1	Q86WJ1
Q86WJ1	Q9CXF7
F1LPD3	F1LPD3
F1LPD3	Q5VT06
F1LPD3	E9Q309
Q8K1H1	Q8K1H1
Q8K1H1	Q8NHU6
Q8K1H1	Q9R1R4
Q7TQE6	Q7TQE6
Q7TQE6	Q8N5G2
Q7TQE6	Q4V7D3
Q96JY6	Q96JY6
Q96JY6	Q96JY6-3
Q96JY6	Q6AYD6
Q96JY6	Q8R1G6
Q96JY6	Q3T0C8
P21953	P21953
O15091	O15091
O60347	O60347
Q9H1Z4	Q9H1Z4
Q9H1Z4	Q91V09
Q99571	Q99571
Q99571	Q9JJX6
Q99571	P47824
Q99571	P51576
Q99571	P51575
Q12986	Q12986
Q12986	B1AY10
Q12986	Q12986-2
Q8JZQ2	Q8JZQ2
Q8JZQ2	Q9Y4W6
Q8JZQ2	Q920A7
Q9Y2H8	Q9Y2H8
P28661	P28661
P28661	A0A096MJN4
P28661	O43236
Q8VDM1	Q8VDM1
Q8VDM1	Q8N5A5
P54577	P54577
P54577	Q91WQ3
P62314	P62314
P62314	P62315
P25122	P25122
P25122	K4DI87
P25122	E9PVV3
P25122	Q8R1C0
P25122	Q03721
P25122	Q96PR1
P25122	Q14B80
Q99801	Q99801
Q99801	P97436
Q9Z120	Q9Z120
Q9Z120	Q9UBP6
Q9JMG7	Q9JMG7
Q9JMG7	Q923W4
Q9JMG7	Q9Y3E1
O95785	O95785
O95785	O88286
Q9NQR1	Q9NQR1
Q9QY81	Q9QY81
Q9QY81	Q8TEM1
Q9QY81	P11654
Q9UGY1	Q9UGY1
Q9UGY1	Q8BG17
Q15058	Q15058
Q15058	L0N7N1
Q9DA37	Q9DA37
Q96LT4	Q96LT4
Q69ZF7	Q69ZF7
Q69ZF7	Q6P4Q7
Q69ZF7	P0C588
Q9H8M5	Q9H8M5
Q9H8M5	Q3TWN3
Q5SPX1	Q5SPX1
Q5SPX1	Q569K6
Q9NZI5	Q9NZI5
Q9NZI5	Q921D9
Q9NZI5	Q6ISB3
Q9NZI5	Q8K5C0
P18509	P18509
Q3SYC2	Q3SYC2
Q3SYC2	Q80W94
Q3SYC2	Q96PD6
Q3SYC2	Q91ZV4
Q4V7E8	Q4V7E8
Q4V7E8	Q9Y608-2
Q4V7E8	Q91WK0
Q9Y608	Q9Y608
O95965	O95965
Q6VH22	Q6VH22
Q6VH22	Q9UG01
Q6VH22	Q9JKU3
Q8C033	Q8C033
Q8C033	O15013
Q9R099	Q9R099
Q9R099	Q9Y4P3
Q8NF64	Q8NF64
Q8NF64	Q8CIE2
Q9JK48	Q9JK48
Q9JK48	Q9Y371
Q9JK48	Q6AYE2
Q9JK48	Q9Y371-2
Q9JK48	Q8R3V5
Q9JK48	Q9NR46
Q9JK48	Q5PPJ9
Q8BIS1	Q8BIS1
Q8BIS1	P17030
Q06546	Q06546
Q06546	Q00422
Q8BLG0	Q8BLG0
Q8BLG0	Q9BVI0
Q9ERS6	Q9ERS6
Q9ERS6	Q9NP60
Q9ERS6	Q9NZN1
Q9ERS6	P59823
Q9ERS6	P59824
Q5FW85	Q5FW85
Q5FW85	O94769
O00462	O00462
P51688	P51688
Q4G038	Q4G038
Q6P5E6	Q6P5E6
Q6P5E6	Q9UJY4
Q96DE5	Q96DE5
O55126	O55126
O55126	O75323
P16260	P16260
O75935	O75935
O75935	Q9Z0Y1
Q9BRT2	Q9BRT2
P08603	P08603
P08603	P06909
Q8WYA0	Q8WYA0
Q8WYA0	O35594
Q07973	Q07973
Q9BZV1	Q9BZV1
Q9BZV1	Q99PL6
Q7Z3E2	Q7Z3E2
Q7Z3E2	Q8C9S4
Q7Z3E2	XP_003753475
Q9QXV1	Q9QXV1
Q9QXV1	Q4FZS1
Q9QXV1	Q9HC52
Q10587	Q10587
P62913	P62913
P62913	Q9CXW4
Q9H0W5	Q9H0W5
Q9GZW5	Q9GZW5
Q9C0A1	Q9C0A1
Q9C0A1	Q2MHN3
Q9BZJ3	Q9BZJ3
Q9NR50	Q9NR50
O88989	O88989
O88989	P14152
O88989	P40925
O88989	P40925-3
Q498T3	Q498T3
Q498T3	Q9NXR8
Q498T3	Q8VEK6
Q99608	Q99608
Q99608	P25233
Q8NDV7	Q8NDV7
Q8NDV7	NP_001101019
Q8NDV7	Q3UHK8
Q7L5A8	Q7L5A8
Q3V1H1	Q3V1H1
Q3V1H1	D3ZPD0
Q3V1H1	XP_001078036
Q3V1H1	Q8WWK9
Q6ZSZ5	Q6ZSZ5
Q6ZSZ5	Q6P9R4
Q9Y4B5	Q9Y4B5
Q9Y4B5	Q3UHU5
Q9Y4B5	XP_237548
O43159	O43159
O43159	Q9DB85
O43159	Q5U4F0
O95749	O95749
O95749	Q9WTN0
P53798	P53798
P53798	P37268
Q00796	Q00796
Q00796	P27867
