P03246	P03246
XP_002728982	XP_002728982
XP_002728982	O95613
XP_002728982	P48725
XP_002728982	O95613-2
Q8N878	Q8N878
Q8N878	NP_001257983
Q8N878	Q8C0V9
Q8N878	Q96NE9
Q8N878	Q96NE9-2
Q9QXG9	Q9QXG9
Q9QXG9	Q9BSI4
Q9QXG9	Q3UMZ4
Q9QXG9	Q5XIB8
Q9CQT7	Q9CQT7
Q9CQT7	Q4KM30
Q9CQT7	Q6ICB0
Q9CQT7	Q9BSY9
Q9CQT7	Q9D291
Q9CQT7	Q5XIT6
Q9CRC6	Q9CRC6
Q9CRC6	Q96B45
Q9CRC6	D3ZLX2
P14902	P14902
P14902	F1LV46
P14902	Q8R0V5
P14902	P28776
P14902	Q6ZQW0
P14902	Q9ERD9
Q91X21	Q91X21
Q91X21	D3ZLT7
Q91X21	Q8IYS2-2
Q91X21	Q8IYS2
Q9NZ38	Q9NZ38
Q9CWG8	Q9CWG8
Q9CWG8	Q5XI79
Q9CWG8	Q7L592
P70158	P70158
P70158	Q04519
P70158	Q641Z7
P70158	P58242
P70158	Q92485
P70158	Q92484
P70158	Q5XIA6
P70158	P17405
P70158	Q4V7D9
Q9H7Y0	Q9H7Y0
Q9H7Y0	Q9H7Y0-2
Q9H7Y0	Q3USZ8
Q9H7Y0	A0A0G2K1M5
Q9H7Y0	Q8NDZ4
Q9NRZ7	Q9NRZ7
Q9NRZ7	Q3UN02
Q9NRZ7	G3V648
Q9NRZ7	Q9NRZ7-3
Q9NRZ7	Q9NRZ5
Q9NRZ7	Q9D517
Q9NRZ7	Q924S1
Q9NRZ7	Q8K4X7
Q9NRZ7	XP_038969009
Q9NRZ7	Q6UWP7
Q6NUJ2	Q6NUJ2
Q6NUJ2	Q32M26
Q96RL7-2	Q96RL7-2
Q96RL7-2	XP_343419
Q96RL7-2	Q709C8
Q96RL7-2	Q709C8-2
Q96RL7-2	NP_001094445
Q96RL7-2	Q5H8C4
Q96RL7-2	Q96RL7
Q96RL7-2	Q709C8-3
Q96RL7-2	Q96RL7-3
Q96RL7-2	Q8BX70
Q6IMH0	Q6IMH0
Q6IMH0	Q6IMG9
Q6IMH0	Q6URK8
Q8BHI4	Q8BHI4
Q8BHI4	Q8NAB2
Q8BGH2	Q8BGH2
Q8BGH2	Q6AXV4
Q8BGH2	Q9Y512
Q2LCV6	Q2LCV6
Q2LCV6	Q9NQ60
Q2LCV6	Q9D9V2
D4A553	D4A553
D4A553	Q86UT8
D4A553	Q4VA36
Q7TT00	Q7TT00
Q7TT00	Q66HC7
Q7TT00	Q3ZLR7
Q7TT00	Q8NEM7
Q7TT00	P0C7V6
Q7TT00	Q8NEM7-2
Q99M54	Q99M54
Q99M54	Q68FW2
Q99M54	Q99618
P0DI81	P0DI81
P0DI81	P0DI82
P0DI81	Q9Y5R8
P0DI81	Q69BT7
P0DI81	D3ZVF4
P0DI81	Q8R3W2
P0DI81	Q9CQP2
P0DI81	Q2KMM2
P0DI81	Q5NCF2
P0DI81	Q9Y296
P0DI81	Q9ES56
P0DI81	P0DI81-3
Q9D5R4	Q9D5R4
Q9D5R4	Q6AY22
Q9D5R4	Q5VX52
Q8C9L1	Q8C9L1
O35595	O35595
O35595	Q13635-2
O35595	Q9Y6C5
O35595	Q61115
O35595	Q13635
Q16769	Q16769
Q16769	B5DFI7
Q16769	Q9CYK2
Q16769	Q9NXS2
Q16769	Q8BH73
Q5BJL5	Q5BJL5
Q5BJL5	NP_001101538
Q5BJL5	Q7TNB8
Q5BJL5	A3KN83-2
Q5BJL5	Q9Y2G9
Q5BJL5	A3KN83
Q5BJL5	Q689Z5
P03893	P03893
P03893	P03891
P03893	P11662
Q3B7D0	Q3B7D0
Q3B7D0	P36552
Q3B7D0	P36551
XP_001068449	XP_001068449
XP_001068449	Q58A45-3
XP_001068449	Q640Q5-1
XP_001068449	Q58A45
XP_001068449	Q640Q5
P62815	P62815
P62815	P62814
P62815	D3ZZS8
P62815	P21281
P62815	P15313
P62815	Q91YH6
XP_001059441	XP_001059441
Q5FVF1	Q5FVF1
Q5FVF1	Q8BP78
Q5FVF1	Q70Z53
Q5PQM0	Q5PQM0
Q5PQM0	Q91VX9
Q5PQM0	Q9H0V1
Q9CQ66	Q9CQ66
Q9CQ66	P56387
Q9CQ66	Q9D5I4
Q9CQ66	Q8CDY7
Q9CQ66	Q5JR98
Q9CQ66	Q8N7M0
Q9CQ66	P51807
Q9CQ66	Q8WW35
Q9CQ66	P51808
Q9CQ66	Q9Z336
Q9CQ66	P63171
Q9CQ66	P63172
Q9CQ66	P11985
Q9CQ66	Q8IZS6
Q5RK17	Q5RK17
Q5RK17	Q9NR28
Q5RK17	Q9JIQ3
Q6PGF3	Q6PGF3
Q6PGF3	Q9Y2X0
Q6PGF3	G5E6J3
Q6PGF3	NP_001100238
E9Q6Z5	E9Q6Z5
E9Q6Z5	D3ZUC4
E9Q6Z5	Q9H7T9
Q9QXW0	Q9QXW0
Q9QXW0	Q8N531
P32970	P32970
P32970	P32970-2
P32970	O55237
Q13889	Q13889
Q13889	Q561R7
Q13889	Q8VD76
Q32M92	Q32M92
Q96PD4	Q96PD4
Q96PD4	Q61453
Q96PD4	Q9UHF5
Q96PD4	Q9P0M4
Q96PD4	Q8K4C5
Q96PD4	Q8K4C4
Q96PD4	Q9H293
Q96PD4	Q8VHH8
Q96PD4	Q62386
Q96PD4	D3ZLB1
Q96PD4	Q9QXT6
Q96PD4	Q7TNI7
Q96PD4	Q5BJ95
Q96PD4	Q16552
Q96PD4	Q8TAD2
Q96PD4	Q9H293-2
Q9Y471	Q9Y471
Q9Y471	Q61419
A1L162	A1L162
A1L162	Q66H03
Q6PDC8	Q6PDC8
Q6PDC8	Q8N468
P61013	P61013
P61013	P61012
P61013	P61016
P61013	P61014
P61013	P61015
P61013	P26678
XP_234352	XP_234352
XP_234352	Q9D1Q1
XP_234352	Q99547
XP_234352	B2RYS3
NP_001099376	NP_001099376
NP_001099376	Q5W0Q7
NP_001099376	Q3ULM6
Q8C6T0	Q8C6T0
Q8C6T0	D4AC26
Q8C6T0	Q8IV31
Q8BP22	Q8BP22
Q8BP22	D3ZCB9
Q8BP22	Q6ZTR7
Q8BP22	D3ZP87
Q8BP22	A1XBS5
Q8BP22	Q3V2J0
A0A1B0GTJ6	A0A1B0GTJ6
Q8N7C4	Q8N7C4
Q9CX66	Q9CX66
Q9CX66	F1M6B3
Q9CX66	Q8N5I9
O88441	O88441
O88441	Q5U1Z9
O88441	O75431
Q3KR86	Q3KR86
Q3KR86	Q8CAQ8-3
Q3KR86	Q16891-4
Q3KR86	Q16891-3
Q3KR86	Q16891-2
Q3KR86	Q8CAQ8
Q3KR86	Q16891
Q99N92	Q99N92
Q99N92	D3ZTW8
Q99N92	Q9P0M9
Q99N92	Q32PC3
Q64319	Q64319
Q64319	Q07837
Q64319	Q91WV7
Q9N0F3	Q9N0F3
Q9N0F3	Q9JJL8
Q9N0F3	Q8C483
Q9N0F3	P49591
Q9N0F3	Q9NP81-2
Q9N0F3	D3ZM09
Q9N0F3	Q6P799
Q9N0F3	P26638
Q9N0F3	Q9NP81
Q5RK30	Q5RK30
Q5RK30	P70122
Q5RK30	Q9Y3A5
H3BTG2	H3BTG2
H3BTG2	Q9CPU3
P20673	P20673
P20673	Q3SZJ0
P20673	Q91YI0
P20673	P04424
Q9DAH8	Q9DAH8
Q9H6X2-4	Q9H6X2-4
Q9H6X2-4	P58335
Q9H6X2-4	A6NF34
Q9H6X2-4	Q8BVM2
Q9H6X2-4	XP_001061161
Q9H6X2-4	Q00IM8
Q9H6X2-4	Q6DFX2
Q9H6X2-4	P58335-4
Q9H6X2-4	Q0PMD2
Q9H6X2-4	Q9CZ52
Q9H6X2-4	Q9H6X2
Q9H6X2-4	XP_001060031
Q49A88-5	Q49A88-5
Q49A88-5	Q8K2J4
Q49A88-5	Q49A88
H3BV60	H3BV60
H3BV60	D3YZZ2
H3BV60	M0R3W3
H3BV60	H3BV60-2
Q9Z158	Q9Z158
Q9Z158	Q9D0I4
Q9Z158	P56962
D0VWV4	D0VWV4
D0VWV4	Q641Z9
D0VWV4	Q99643
D0VWV4	Q9CZB0
Q6AYE3	Q6AYE3
Q6AYE3	Q8CHV6
Q6AYE3	O75478_VAR_047466
Q6AYE3	O75478
D3Z9K6	D3Z9K6
D3Z9K6	Q6UWF9
D3Z9K6	Q8BR21
Q3UNH4	Q3UNH4
Q3UNH4	D3ZH78
Q3UNH4	NP_899006
Q3UNH4	NP_001385847
Q3UNH4	Q6ZVF9
Q3UNH4	Q7Z2K8-2
Q3UNH4	XP_344572
Q3UNH4	D3Z1D7
Q3UNH4	O60269
Q3UNH4	Q7Z2K8
Q6DI86	Q6DI86
Q6DI86	D3ZFR0
Q6DI86	Q53R41
P13255	P13255
P13255	Q14749
P13255	Q3V1G0
P13255	Q8N6F8
P13255	Q9QXF8
P13255	NP_001102969
P57716	P57716
P57716	Q8CGU6
P57716	Q92542
O75312	O75312
O75312	D3ZWN1
O75312	Q62384
P23921	P23921
P23921	Q5U2Q5
P23921	P07742
Q96MW5	Q96MW5
Q96MW5	B5DF86
Q96MW5	Q9JJA2
Q96M11	Q96M11
Q96M11	XP_001056376
Q96M11	Q9CXX0
Q96PQ0	Q96PQ0
Q96PQ0	Q9JLC4
Q96PQ0	Q8WY21
Q96PQ0	Q9EPR5
Q96PQ0	NP_001100695
Q96PQ0	Q8VI51
Q96PQ0	NP_001099837
Q96PQ0	Q9UPU3
Q96PQ0	Q8WY21-2
O75436	O75436
O75436	B1WBS4
O75436	Q8C0E2
O75436	Q4G0F5
O75436	P40336
O75436	Q6AY86
Q80V94	Q80V94
Q80V94	Q9UPM8
Q80V94	D3ZX21
A0AUP1	A0AUP1
A0AUP1	D4A095
A0AUP1	Q8NEF3-2
A0AUP1	Q8NEF3
Q6ZVW7	Q6ZVW7
Q6ZVW7	Q8NAC3
Q6ZVW7	Q8K4C2
Q6ZVW7	Q8NFR9
Q6ZVW7	Q6AZ51
Q6ZVW7	Q8BH06
Q674X7	Q674X7
Q674X7	Q13136
Q674X7	Q69ZW5
Q674X7	Q86W92-3
Q674X7	F6YZ95
Q674X7	Q8C8U0
Q674X7	Q5FWS6
Q674X7	NP_001101366
Q674X7	Q86W92
Q674X7	O35711
Q674X7	D3ZZ81
Q674X7	XP_343205
Q674X7	P60469
Q674X7	Q86W92-4
Q674X7	O75145
Q674X7	O75145-2
Q674X7	O75334-2
Q674X7	Q69ZS8-2
Q674X7	Q8ND30-3
Q674X7	O75335
Q674X7	Q8BSS9
Q674X7	Q5UDQ9
Q674X7	Q674X7-3
Q674X7	O75334
Q674X7	Q8ND30
Q674X7	Q69ZS8
Q674X7	B2RXW8
Q674X7	Q13136-2
Q674X7	Q91Z79
Q674X7	Q86W92-2
Q674X7	Q91Z80
Q8N6G2	Q8N6G2
Q8N6G2	Q0VB26
Q6ZTW0	Q6ZTW0
Q6ZTW0	D4A463
Q6ZTW0	Q99MS8
Q13572	Q13572
Q13572	D3ZQM7
Q13572	Q8BYN3
Q3UVU3	Q3UVU3
Q3UVU3	Q62720
Q3UVU3	Q60738
Q3UVU3	Q9Y6M5
Q3UVU3	Q6XR72
Q9D1T5	Q9D1T5
Q9D1T5	A0JPP6
Q9D1T5	Q9BU68
Q9D1T5	Q8JZM2
Q9D1T5	Q8IV56
Q14BV6	Q14BV6
Q14BV6	G3V683
Q14BV6	A8MPS7
Q9D3J3	Q9D3J3
Q9D3J3	D3Z9I2
Q9D3J3	Q9HB09-3
Q9D3J3	Q9HB09
P17257	P17257
P17257	Q96KS9
P17257	Q6P1G6
P17257	D3ZQX1
P17257	Q9BTA0
Q13630	Q13630
Q13630	G3V762
Q13630	P23591
Q9UHQ7	Q9UHQ7
Q9UHQ7	Q9H3H9
Q9UHQ7	M0RDJ7
Q9UHQ7	Q96EI5-2
Q9UHQ7	AAA60149
Q9UHQ7	Q8R0A5
Q9UHQ7	Q6I7R5
Q9UHQ7	Q5PPP3
Q9UHQ7	Q969E4
Q9UHQ7	B2RYT6
Q9UHQ7	Q921P9
Q9UHQ7	D3ZT37
Q9UHQ7	Q9DD24
Q9UHQ7	M0RBL8
Q9UHQ7	A3KGA4
Q9UHQ7	Q9DB24
Q9UHQ7	Q8CCT4
Q9UHQ7	Q8IYN2
Q9UHQ7	Q5H9L2
Q9UHQ7	Q9CZY2
Q9UHQ7	Q15170
Q9UHQ7	Q9BRU2
Q9UHQ7	Q96EI5
Q9UHQ7	Q6IPX3
Q9D1T1	Q9D1T1
Q8NB37-4	Q8NB37-4
Q8NB37-4	Q8NB37
Q8NB37-4	D3ZVI9
Q8NB37-4	Q8BFQ8
Q8NB37-4	Q8NB37-2
Q9Y6Z5	Q9Y6Z5
P05423	P05423
P05423	Q4FZS9
P05423	Q91WD1
P62078	P62078
P62078	P62077
P62078	Q9Y5L4
P62078	P62075
P62078	P62076
P62078	Q9WVA2
P62078	O60220
P62078	Q9Y5J9
P62078	Q9WVA1
P62078	Q4FZG7
P62078	NP_001102899
P86434	P86434
P18897	P18897
Q86X60-2	Q86X60-2
Q86X60-2	H0Y354
Q86X60-2	Q6L9T8
Q86X60-2	Q86X60
Q86X60-2	Q5TYM5-2
Q86X60-2	Q5TYM5
Q86X60-2	A1KXW8
Q86X60-2	Q8BFZ8
P0DPE3	P0DPE3
D3ZTM7	D3ZTM7
D3ZTM7	Q8BGQ6
D3ZTM7	O75071
B5DFN4	B5DFN4
B5DFN4	Q99471
B5DFN4	Q9WU28
Q58GH6	Q58GH6
Q58GH6	Q13444-11
Q58GH6	P78536
Q58GH6	Q7M763
Q58GH6	Q13444-12
Q58GH6	Q63180
Q58GH6	Q8K410
Q58GH6	Q3TTE0
Q58GH6	Q9BZ11
Q58GH6	Q5BK84
Q58GH6	B2RSY5
Q58GH6	Q8CGQ2
Q58GH6	Q60718
Q58GH6	Q9Z0F8
Q58GH6	Q99965
Q58GH6	XP_001062949
Q58GH6	F1M9Z9
Q58GH6	Q9QYV0
Q58GH6	Q923W9
Q58GH6	Q9R1V6-10
Q58GH6	Q9R1V7
Q58GH6	Q7M766
Q58GH6	O75077
Q58GH6	Q61824
Q58GH6	O14672
Q58GH6	Q05910
Q58GH6	O35598
Q58GH6	Q9H013
Q58GH6	P78325
Q58GH6	Q60813
Q58GH6	O35674
Q58GH6	Q10743
Q58GH6	Q61072
Q58GH6	P70505
Q58GH6	Q9R1V6-11
Q58GH6	Q13443
Q58GH6	Q811Q3
Q58GH6	Q9R159
Q58GH6	O43506
Q58GH6	O75078
Q58GH6	Q63202
Q58GH6	O35227
Q58GH6	Q9R1V4
Q58GH6	Q9JI76
Q58GH6	Q9H2U9
Q58GH6	Q8TC27
Q58GH6	Q13444-2
Q58GH6	Q9UKJ8
Q58GH6	Q9UKF5
Q58GH6	Q13444-10
Q58GH6	Q13444-5
Q58GH6	Q9R160
Q58GH6	Q13444-8
Q58GH6	P97776
Q58GH6	Q9UKQ2
Q58GH6	Q9JLN6
Q58GH6	O15204
Q58GH6	XP_008763105
Q58GH6	Q9R0X2
Q58GH6	Q9H013-2
Q58GH6	Q8R534
Q58GH6	O43184
Q58GH6	F1LW54
Q58GH6	O88839
Q58GH6	Q9P0K1-2
Q58GH6	Q6NVV9
Q58GH6	Q13444
Q58GH6	O75077-2
Q58GH6	Q9R157
Q58GH6	Q9Y3Q7
Q58GH6	Q9R158
Q58GH6	XP_574584
Q58GH6	Q14DT8
Q58GH6	Q9Z1K9
Q58GH6	Q9R1V6
Q58GH6	Q9UKF2
Q58GH6	O75078-2
Q58GH6	Q9P0K1
Q58GH6	F8VQ03
Q58GH6	Q811Q4
Q15366-6	Q15366-6
Q15366-6	Q00341-2
Q15366-6	P61978
Q15366-6	P61980
Q15366-6	P61979
Q15366-6	XP_579010
Q15366-6	Q15366-5
Q15366-6	Q15366-2
Q15366-6	P61979-3
Q15366-6	D3ZYY6
Q15366-6	P57722
Q15366-6	P57721
Q15366-6	Q15365
Q15366-6	P60335
Q15366-6	P57723
Q15366-6	XP_575592
Q15366-6	B4DRD7
Q15366-6	Q61990
Q15366-6	Q6AYU2
Q15366-6	Q15366-3
Q15366-6	Q9Z1A6
Q15366-6	Q15366
Q15366-6	Q8VDJ3
Q15366-6	Q00341
Q15366-6	P61978-3
Q15366-6	D3ZCS3
Q15366-6	P57724
Q15366-6	F1MT25
Q15366-6	D4A4T3
Q15366-6	B1AXN3
Q15366-6	Q6AY48
Q15366-6	Q3U6X2
Q15366-6	P61978-2
Q15366-6	P61979-2
Q15366-6	Q15366-4
Q15366-6	Q61990-2
Q15366-6	Q3T0D0
Q15366-6	P57722-2
P55090	P55090
P55090	P55089
P55090	P06850
P55090	Q8CIT0
P55090	P81615
P55090	P01143
Q4KLG3	Q4KLG3
Q4KLG3	Q99LQ4
Q4KLG3	Q8N300
Q4KLG3	A2A7P9
Q6AYD1	Q6AYD1
Q6AYD1	A4D2B0
Q6AYD1	Q8BWY4
Q9Y6X3	Q9Y6X3
Q9Y6X3	Q9D2X5
Q9Y6X3	D3Z8G8
Q498C7	Q498C7
Q498C7	Q96QK8
Q498C7	Q91VT8
C3VD30	C3VD30
C3VD30	Q7TSX9
C3VD30	XP_003084671
C3VD30	A6NP61
C3VD30	Q80SU3
C3VD30	Q86SH2
Q5VSP4	Q5VSP4
Q5VSP4	Q9NPH6
Q5VSP4	Q8K1H9
Q5VSP4	Q9NY56
Q5VSP4	P20289
Q5VSP4	Q62472
Q5VSP4	Q62471
Q5VSP4	P41244
Q5VSP4	Q9NY56-4
Q5VSP4	P31025
Q5VSP4	P53715
Q4FZU5	Q4FZU5
Q4FZU5	P40222
Q4FZU5	F1M1G4
Q4FZU5	Q9NUQ3-2
Q4FZU5	B2GV14
Q4FZU5	Q9BZA5
Q4FZU5	Q8VBT1
Q4FZU5	Q8N3L3
Q4FZU5	Q6PAM1
Q4FZU5	Q8BHN1
Q4FZU5	Q9NUQ3
Q62781	Q62781
Q62781	P61110
NP_083907	NP_083907
NP_083907	Q5I0C4
NP_083907	Q6DGG1
NP_083907	Q9BUJ0
NP_083907	Q922Q6
NP_083907	Q96IU4
Q8WW27	Q8WW27
Q8WW27	Q6AXX9
Q8WW27	Q497M3
O88696	O88696
O88696	Q16740
O88696	XP_217313
O14684	O14684
O14684	Q9JHF3
O14684	P08011
O14684	Q91VS7
O14684	P10620
O14684	Q9JM51
B0BMX4	B0BMX4
B0BMX4	Q8IYF1
B0BMX4	XP_001081359
B0BMX4	A6NLF2
B0BMX4	Q8CB77
B0BMX4	Q14241
B0BMX4	A0A087WX78
B0BMX4	Q63187
B0BMX4	Q8NG57
B0BMX4	Q3SY89
NP_001099627	NP_001099627
NP_001099627	P09132
NP_001099627	Q9D7A6
A6H8Z2	A6H8Z2
A6H8Z2	Q66HD8
A6H8Z2	Q8C627
P60880-2	P60880-2
P60880-2	P60879
P60880-2	P60880
P60880-2	P60881
P60880-2	O70377
P60880-2	O09044
P60880-2	O00161
Q5SWZ9	Q5SWZ9
Q5SWZ9	Q8N2A8
NP_001092810	NP_001092810
NP_001092810	Q8BND3
NP_001092810	Q9P2L0
NP_001092810	XP_006239947
Q6UWQ5	Q6UWQ5
Q6UWQ5	P17897
Q6UWQ5	P00697
Q6UWQ5	P00711
Q6UWQ5	P00709
Q6UWQ5	P29752
Q6UWQ5	Q7Z4W2-2
Q6UWQ5	Q6UWQ5-2
Q6UWQ5	D4A0W0
Q6UWQ5	Q05820
Q6UWQ5	P08905
Q6UWQ5	D4ABW7
Q6UWQ5	Q8IXA5
Q6UWQ5	Q9D9X8
Q6UWQ5	P61626
Q6UWQ5	Q7Z4W2
Q6UWQ5	Q9CPX3
Q6UWQ5	Q96KX0
Q6UWQ5	O75951
Q6UWQ5	Q9D925
Q6UWQ5	P00714
Q6UWQ5	Q96QH8
Q6UWQ5	Q9DA11
Q6UWQ5	A2AE20
Q96MB7	Q96MB7
Q96MB7	B0BN95
Q96MB7	Q8BR93
XP_001078893	XP_001078893
Q9BRU9	Q9BRU9
Q9BRU9	Q9Y324
Q9BRU9	B1WBU0
Q9BRU9	Q9CTH6
Q9BRU9	Q1RP75
Q9BRU9	Q9CX11
O95229-2	O95229-2
O95229-2	Q9CQU5
O95229-2	O95229
O95229-2	Q8VIL3
Q8CIA5	Q8CIA5
Q8CIA5	Q969S0
Q5JQF7	Q5JQF7
Q8R4P5	Q8R4P5
Q8R4P5	Q8R4P4
Q8R4P5	Q8TDI7
Q8R4P5	Q7Z5M5
Q8R4P5	Q7TQ69
Q8R4P5	Q8TDI8
Q3U829	Q3U829
Q3U829	NP_001032297
Q3U829	O43299
Q3TZU0	Q3TZU0
Q9BXW9-3	Q9BXW9-3
Q9BXW9-3	Q9BXW9-1
Q9BXW9-3	Q9BXW9
Q9BXW9-3	Q68Y81
Q9BXW9-3	Q6IV68
Q9BXW9-3	Q80V62
Q9NTI5-2	Q9NTI5-2
Q9NTI5-2	Q9NTI5-5
Q9NTI5-2	Q6A026
Q9NTI5-2	Q9NTI5
Q9NTI5-2	Q6TRW4
Q9NTI5-2	Q4VA53
Q9NTI5-2	Q29RF7
Q9NTI5-2	A4L9P7
Q9NTI5-2	Q9NTI5-3
Q9NTI5-2	Q9NTI5-4
D4A6E8	D4A6E8
D4A6E8	Q8N6N3
D4A6E8	Q9CWU4
Q6MGC3	Q6MGC3
Q6MGC3	O15213
Q6MGC3	Q9Z0H1
Q9CXN7	Q9CXN7
Q9CXN7	Q9DCG6
Q9CXN7	P30039
Q9CXN7	Q68G31
Q02435	Q02435
Q02435	Q06002
Q02435	A2AMT1
Q02435	Q12934
Q5PQJ7	Q5PQJ7
Q5PQJ7	Q8C5W3
Q5PQJ7	Q5QJ74
Q13491	Q13491
Q13491	P60203
Q13491	P60202
Q13491	P60201
Q13491	Q13491-3
Q13491	Q13491-4
Q13491	P35803
Q13491	EDL90540
Q13491	P35803-2
Q13491	P35802
Q13491	P51674
Q13491	Q812E9
Q9JHY2	Q9JHY2
Q9JHY2	Q8TD22
Q9JHY2	Q6AYS2
Q9JHY2	Q8CFD0
Q9JHY2	Q925N0
Q9JHY2	Q99JR1
Q9JHY2	Q9H9B4
Q9JHY2	Q9BWM7
Q9JHY2	Q91V61
Q9JHY2	Q925N2
Q9JHY2	Q96NB2
Q5M9G9	Q5M9G9
Q5M9G9	Q91YM4
Q5M9G9	Q969Z0
D3YZ32	D3YZ32
D3YZ32	Q9Y3D6
D3YZ32	P84817
D3YZ32	Q9CQ92
P12978	P12978
D4AED2	D4AED2
D4AED2	Q9D9Z5
D4AED2	Q9BW61
Q8NF50-2	Q8NF50-2
Q8NF50-2	F1LSM8
Q8NF50-2	Q8VDR9
Q8NF50-2	Q8NF50
Q8NF50-2	Q96N67
Q8NF50-2	Q8R1A4
Q8NF50-2	Q9BZ29-3
Q8NF50-2	NP_001179095
Q8NF50-2	Q96N67-3
Q8NF50-2	F1LQ91
Q8NF50-2	Q96BY6-3
Q8NF50-2	Q9BZ29-4
Q8NF50-2	Q96HP0
Q8NF50-2	Q96N67-2
Q8NF50-2	F1LPG2
Q8NF50-2	Q8BZN6
Q8NF50-2	Q96BY6
Q8NF50-2	Q8BZN6-4
Q8NF50-2	D3ZY19
Q8NF50-2	Q8BIK4
Q8NF50-2	NP_001178503
Q8NF50-2	Q9BZ29
Q8NF50-2	XP_008765532
Q8NF50-2	Q8BIK4-2
Q8NF50-2	E9QMR2
Q8NF50-2	A2AF47
Q8NF50-2	E9PX48
Q8NF50-2	Q5JSL3
Q8NF50-2	Q8C147
Q8NF50-2	Q9BZ29-5
Q3UL36	Q3UL36
Q3UL36	Q5BJT0
Q3UL36	Q9NWB6-2
Q3UL36	Q9NWB6
Q80U96	Q80U96
Q80U96	Q6P5F9
Q80U96	O14980
Q92878	Q92878
Q92878	Q9JIL8
Q92878	P70388
Q92878	Q92878-2
P97321	P97321
P97321	Q80VM5
P97321	P14740
P97321	Q86TI2
P97321	Q8BVG4
P97321	P27487
P97321	Q9Z218
P97321	Q8N608-2
P97321	P42658-2
P97321	Q8N608-3
P97321	Q6Q629
P97321	XP_001061312
P97321	P46101
P97321	D3ZHQ1
P97321	Q80YA7
P97321	Q6NXK7
P97321	Q12884
P97321	Q8N608
P97321	P42658
P97321	Q6V1X1
P97321	P28843
P97321	Q86TI2-2
Q8BKS9	Q8BKS9
Q8BKS9	Q562C7
Q8BKS9	Q15397
J3KML8	J3KML8
J3KML8	I3L273
Q9CWX4	Q9CWX4
Q9CWX4	Q9UJJ7
Q9CWX4	Q8VCZ8
Q9CWX4	B1WC14
Q9CWX4	Q4QQT0
Q9CWX4	XP_006237106
Q9CWX4	D4ACD4
Q9CWX4	Q6P087
Q9CWX4	Q8IZ73
Q9CWX4	Q14AI6
Q9CWX4	Q149F1
Q9CWX4	Q96CM3
Q3V089	Q3V089
Q3V089	D3Z987
Q3V089	Q6ZP01
Q9DA44	Q9DA44
Q9DA44	Q96A04
Q9UK61-2	Q9UK61-2
Q9UK61-2	Q9UK61
Q9UK61-2	Q5DTT3
Q9UK61-2	Q9UK61-3
Q9UK61-2	XP_341553
Q9UK61-2	Q5VWN6
Q9UK61-2	Q69ZR9-2
Q9UK61-2	Q69ZR9
Q9UK61-2	XP_001055921
Q640P7	Q640P7
Q640P7	Q5FVR8
Q640P7	Q9NVR7
Q9CQS6	Q9CQS6
Q9CQS6	Q29TV8
Q9CQS6	Q86XP6
Q8CAU5	Q8CAU5
Q6UWJ1	Q6UWJ1
Q6UWJ1	Q8BH01
P02763	P02763
P02763	P02764
P02763	Q60590
P02763	P19652
P02763	P07361
P02763	Q63805
Q3UU94	Q3UU94
Q3UU94	A6NHS7
Q3UU94	D4ADQ5
Q9EST4	Q9EST4
Q9EST4	D3ZAQ4
Q9EST4	Q969U7
Q8WWR8	Q8WWR8
Q8WWR8	Q8WWR8-3
Q8WWR8	O35657
Q8WWR8	Q99519
Q8WWR8	Q99PW5
Q8WWR8	Q9UQ49
Q8WWR8	Q9JMH7
Q8WWR8	Q9Y3R4
Q8WWR8	Q9UQ49-2
Q8WWR8	Q8WWR8-2
Q8WWR8	Q9JMH3
Q8WWR8	Q64627
Q8WWR8	Q99PW3
Q8WWR8	Q8BZL1
J3QP97	J3QP97
J3QP97	Q6ZTR5
J3QP97	A0A0G2JEB6
J3QP97	Q6ZTR5-6
Q78T54	Q78T54
Q78T54	D3ZM03
Q78T54	Q3ZAQ7-2
Q78T54	Q3ZAQ7
Q96FH0	Q96FH0
Q96FH0	D3Z8D3
Q96FH0	Q9D6Y4
Q9Y2Y6	Q9Y2Y6
Q9Y2Y6	Q91X86
Q9Y2Y6	Q6AYS5
Q96SE0	Q96SE0
Q96SE0	Q5RK23
Q96SE0	Q8WU67
Q96SE0	Q91ZH7
Q96SE0	Q9QZC8
Q4V8D0	Q4V8D0
Q4V8D0	A6NCI8
Q4V8D0	XP_001073318
Q4V8D0	XP_003086955
Q4V8D0	Q3V0A6
Q4V8D0	XP_003086949
Q8BWD2	Q8BWD2
Q8BWD2	Q9UHH9
Q8BWD2	Q9ESM0
Q8BWD2	Q9R0U1
Q8BWD2	Q7TT16
Q8BWD2	Q9UHH9-4
Q8BWD2	Q8NFU5
Q8BWD2	Q99NI4
Q8BWD2	Q6PD10
Q8BWD2	Q92551
Q8BWD2	Q80V72
Q8BWD2	Q96PC2
Q969F1	Q969F1
Q969F1	Q9D8P7
Q96FA7	Q96FA7
Q5JVX7	Q5JVX7
Q5JVX7	Q9D5Q8
Q5JVX7	Q0VGK6
Q99M03	Q99M03
Q99M03	Q9D9S3
Q99M03	Q9UIY3
Q99M03	P57060
O14649	O14649
O14649	Q9HB14
O14649	D3ZLR9
O14649	O35111
O14649	Q8R1P5
O14649	O54912
